"ValueId","StudyId","ESVD2.0_Biome","ESVD2.0_Biome_Codes","ESVD2.0_Biome_1","ESVD2.0_Biome_2","ESVD2.0_Biome_3","ESVD2.0_Ecozones","ESVD2.0_Ecozone_Codes","ESVD2.0_Ecozone_1","ESVD2.0_Ecozone_2","ESVD2.0_Ecozone_3","ESVD2.0_Ecozone_4","ESVD2.0_Ecosystems","ESVD2.0_Ecosystem_Codes","ESVD2.0_Ecosystem_1","ESVD2.0_Ecosystem_2","Ecosystem Text","ES_Text","TEEB_ES","TEEB_SubES","ES_1","ES_2","ES_3","ES_4","ES_5","ES_6","ES_7","CICES","SEEA","Countries","Country_Codes","Country_Code_1","Country_1","Continent","Scale Of Site","Study Location","Protection Status","Site Area","Site Area Unit","Site Area In Hectares","Site Length","Site Length Unit","Site Length Km","Site Condition","Ecosystem Condition","Latitude","Longitude","Valuation Methods","Valued Change","Original Value","Currency","Value Year","Spatial Unit","Temporal Unit","Present Value Year","Present Value Discount Rate","Beneficiary Unit","Number Of Beneficiaries","Type Of Beneficiary","Int$ Per Hectare Per Year","Authors","Title","Reference","Year_Pub","Notes","Secondary Data Sources","Reviewed","inclExcl"
"1510003","151","Rivers and lakes","4","Rivers and lakes","","","","","","","","","","","","","To restore the river ecosystem and treat the polluted water, we built a vertical subsurface-flow constructed wetland, the Beijing wetland near the estuary of the Longdao River in 2004 as a demonstrative ecological engineering. The constructed wetland is at a latitude of 40040N and a longitude of 116340E in the North Temperate Zone with climate type of semi-humid temperate continental monsoon climate. The average daily temperature and precipitation in Beijing were 11.8 C and 578 mm in 2004 [23]. As a vertical subsurface-flow constructed treatment wetland near the Longdao River, the Beijing wetland [24?26] has a vegetated bed area of 602 m2 with a length and width of 28 m and 21.5 m respectively. With a daily treatment capacity of 200 m3, the effluent water fits the criterion for the fourth grade of ground water based on GB/T18921-2002 [27]. The construction cost of this engineering is 23,983 $ and the annual operation and maintenance expenditure is about 834 $/yr. The lifetime is supposed to be 20 years.","Water supply","2","25","Water","","","","","","","4.2.1.2","Water supply","China, People's Republic of","CHN","CHN","China, People's Republic of","Asia","Local","Beijing wetland","No protection","602","m2","0.0602","","","","The Longdao River with a daily discharge of 16,000 m3 flows across the countryside of Beijing. The river water was heavily polluted by the sewage received from the upstream residential area and the river ecosystem was severely destroyed by the pollution. The wastewater has average loading rate of about 47, 23 and 5.0 mg/l for BOD5, NH3-N and total-P. Nearby residents suffer the smelly odor let off from the river every summer and complain a lot.","Highly degraded (or intensively managed)","40.06","116.56","MP","The value from water supplied by the wetland","74706","United States Dollar","2004","hectare","year","","","total","","","111927.4329","Chen et al","Net ecosystem services value of wetland: Environmental economic account","Chen, Z. M., Chen, G. Q., Chen, B., Zhou, J. B., Yang, Z. F., & Zhou, Y. (2009). Net ecosystem services value of wetland: Environmental economic account. Communications in Nonlinear Science and Numerical Simulation, 14(6), 2837-2843.","2009","The value from water supply service Vs is estimate as Vs = Ve - Vi where Ve is the value of the effluent water and Vi is the cost of influent water","","Yes","Included"
"560007","56","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","WTP for improvement in Tap Water quality and recuded risk of flooding (as well as reduced pesticide content of fruits & veg)","2; 9","21; 92","Water"," Moderation of extreme events","","","","","","4.2.2.1; 2.2.1.3","Water supply; River flood mitigation services","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","","","","","","","","18.9274","98.8804","CV","","68","Thailand Baht","2004","total area","month","","","","","","","Ahlheim","The role of participation in CVM survey design: evidence from a tap water improvement program in northern Thailand","AHLHEIM, M., O. FRÖR and N. SINPHURMSUKSKUL (2006): The role of participation in CVM survey design: evidence from a tap waater improvement program in northern Thailand. In Proceedings of the Third World congress of Environmental and Resource Economists,  Kyotot, Japan, July 2006. In: http://www.webmeets.com/files/papers/ERE/WC3/551/Participation_Paper.pdf.","2006","mail survey Payment card probit","","","Included"
"560001","56","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","WTP for improvement in Tap Water quality and recuded risk of flooding (as well as reduced pesticide content of fruits & veg)","2; 9","21; 92","Water"," Moderation of extreme events","","","","","","4.2.2.1; 2.2.1.3","Water supply; River flood mitigation services","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","","","","","","","","18.9274","98.8804","CV","","196","Thailand Baht","2004","total area","month","","","","","","","Ahlheim","The role of participation in CVM survey design: evidence from a tap water improvement program in northern Thailand","AHLHEIM, M., O. FRÖR and N. SINPHURMSUKSKUL (2006): The role of participation in CVM survey design: evidence from a tap waater improvement program in northern Thailand. In Proceedings of the Third World congress of Environmental and Resource Economists,  Kyotot, Japan, July 2006. In: http://www.webmeets.com/files/papers/ERE/WC3/551/Participation_Paper.pdf.","2006","Face-to-face: Dichotomous choice; single-bounded","","","Included"
"560002","56","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","WTP for improvement in Tap Water quality and recuded risk of flooding (as well as reduced pesticide content of fruits & veg)","2; 9","21; 92","Water"," Moderation of extreme events","","","","","","4.2.2.1; 2.2.1.3","Water supply; River flood mitigation services","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","","","","","","","","18.9274","98.8804","CV","","198","Thailand Baht","2004","total area","month","","","","","","","Ahlheim","The role of participation in CVM survey design: evidence from a tap water improvement program in northern Thailand","AHLHEIM, M., O. FRÖR and N. SINPHURMSUKSKUL (2006): The role of participation in CVM survey design: evidence from a tap waater improvement program in northern Thailand. In Proceedings of the Third World congress of Environmental and Resource Economists,  Kyotot, Japan, July 2006. In: http://www.webmeets.com/files/papers/ERE/WC3/551/Participation_Paper.pdf.","2006","Face-to-face: Dichotomous choice; de shazo","","","Included"
"560003","56","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","WTP for improvement in Tap Water quality and recuded risk of flooding (as well as reduced pesticide content of fruits & veg)","2; 9","21; 92","Water"," Moderation of extreme events","","","","","","4.2.2.1; 2.2.1.3","Water supply; River flood mitigation services","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","","","","","","","","18.9274","98.8804","CV","","69","Thailand Baht","2004","total area","month","","","","","","","Ahlheim","The role of participation in CVM survey design: evidence from a tap water improvement program in northern Thailand","AHLHEIM, M., O. FRÖR and N. SINPHURMSUKSKUL (2006): The role of participation in CVM survey design: evidence from a tap waater improvement program in northern Thailand. In Proceedings of the Third World congress of Environmental and Resource Economists,  Kyotot, Japan, July 2006. In: http://www.webmeets.com/files/papers/ERE/WC3/551/Participation_Paper.pdf.","2006","face-to-face; Payment card","","","Included"
"560004","56","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","WTP for improvement in Tap Water quality and recuded risk of flooding (as well as reduced pesticide content of fruits & veg)","2; 9","21; 92","Water"," Moderation of extreme events","","","","","","4.2.2.1; 2.2.1.3","Water supply; River flood mitigation services","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","","","","","","","","18.9274","98.8804","CV","","69","Thailand Baht","2004","total area","month","","","","","","","Ahlheim","The role of participation in CVM survey design: evidence from a tap water improvement program in northern Thailand","AHLHEIM, M., O. FRÖR and N. SINPHURMSUKSKUL (2006): The role of participation in CVM survey design: evidence from a tap waater improvement program in northern Thailand. In Proceedings of the Third World congress of Environmental and Resource Economists,  Kyotot, Japan, July 2006. In: http://www.webmeets.com/files/papers/ERE/WC3/551/Participation_Paper.pdf.","2006","face-to-face; interval midpoints","","","Included"
"560005","56","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","WTP for improvement in Tap Water quality and recuded risk of flooding (as well as reduced pesticide content of fruits & veg)","2; 9","21; 92","Water"," Moderation of extreme events","","","","","","4.2.2.1; 2.2.1.3","Water supply; River flood mitigation services","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","","","","","","","","18.9274","98.8804","CV","","45","Thailand Baht","2004","total area","month","","","","","","","Ahlheim","The role of participation in CVM survey design: evidence from a tap water improvement program in northern Thailand","AHLHEIM, M., O. FRÖR and N. SINPHURMSUKSKUL (2006): The role of participation in CVM survey design: evidence from a tap waater improvement program in northern Thailand. In Proceedings of the Third World congress of Environmental and Resource Economists,  Kyotot, Japan, July 2006. In: http://www.webmeets.com/files/papers/ERE/WC3/551/Participation_Paper.pdf.","2006","Mail survey Dichotomous choice single bounded","","","Included"
"560006","56","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","WTP for improvement in Tap Water quality and recuded risk of flooding (as well as reduced pesticide content of fruits & veg)","2; 9","21; 92","Water"," Moderation of extreme events","","","","","","4.2.2.1; 2.2.1.3","Water supply; River flood mitigation services","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","","","","","","","","18.9274","98.8804","CV","","89","Thailand Baht","2004","total area","month","","","","","","","Ahlheim","The role of participation in CVM survey design: evidence from a tap water improvement program in northern Thailand","AHLHEIM, M., O. FRÖR and N. SINPHURMSUKSKUL (2006): The role of participation in CVM survey design: evidence from a tap waater improvement program in northern Thailand. In Proceedings of the Third World congress of Environmental and Resource Economists,  Kyotot, Japan, July 2006. In: http://www.webmeets.com/files/papers/ERE/WC3/551/Participation_Paper.pdf.","2006","Mail survey Dichotomous choice deshazo","","","Included"
"560008","56","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","WTP for improvement in Tap Water quality and recuded risk of flooding (as well as reduced pesticide content of fruits & veg)","2; 9","21; 92","Water"," Moderation of extreme events","","","","","","4.2.2.1; 2.2.1.3","Water supply; River flood mitigation services","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","","","","","","","","18.9274","98.8804","CV","","68","Thailand Baht","2004","total area","month","","","","","","","Ahlheim","The role of participation in CVM survey design: evidence from a tap water improvement program in northern Thailand","AHLHEIM, M., O. FRÖR and N. SINPHURMSUKSKUL (2006): The role of participation in CVM survey design: evidence from a tap waater improvement program in northern Thailand. In Proceedings of the Third World congress of Environmental and Resource Economists,  Kyotot, Japan, July 2006. In: http://www.webmeets.com/files/papers/ERE/WC3/551/Participation_Paper.pdf.","2006","mail survey Payment card interval midpoints","","","Included"
"510003","51","Rivers and lakes","4","Rivers and lakes","","","","","","","","","","","","","The reservoir and its surrounding area are rich in bio- diversity. It is one of the important bird areas of Nepal. It provides a home for many species of migratory waterfowl, including endangered species","Water Supply","2","25","Water","","","","","","","4.2.1.2","Water supply","Nepal, State of","NPL","NPL","Nepal, State of","Asia","Local","Jagadishpur Reservoir Catchment (Ramsar Site)","Protected","118","ha","118","","","","","","27.618779","83.102037","MP","Total user fees collected for maintenance and water distribution","1821000","Nepal Rupee","2015","total area","year","","","total","","farmers","647.6689","Baral et al","A Total Economic Valuation of Wetland Ecosystem Services: An Evidence from Jagadishpur Ramsar Site, Nepal","Baral, S., Basnyat, B., Khanal, R., & Gauli, K. (2016). A total economic valuation of wetland ecosystem services: an evidence from Jagadishpur Ramsar site, Nepal. The Scientific World Journal, 2016.","2016","Water is mainly used for irrigation, buffalo bathing, and washing clothes. Farmers mostly used water for irrigating summer and winter crops, such as paddy, wheat, maize, and vegetables. Each farmer is paying irrigation service fee for the maintenance of the reservoir and distribution of the water. The study takes into account water use fee paid by the farmers to estimate water use value of the reservoir.","","Yes","Included"
"250005","25","Inland wetlands; Rivers and lakes","3; 4","Inland wetlands"," Rivers and lakes","","Seasonal floodplain marshes; Rivers and streams","3.3; 4.1","Seasonal floodplain marshes"," Rivers and streams","","","","","","","","Water use for crop cultivation and fisheries","2","23; 25","Water","","","","","","","4.2.1.2","Water supply","Bangladesh, People's Republic of","BGD","BGD","Bangladesh, People's Republic of","Asia","Local","Padma Beel Wetland","Partially protected","174","ha","174","","","","","","24.202847","89.222373","MP","","9785331","Bangladesh Taka","2013","total area","year","","","total","","","2593.7149","Ali","Economic Valuation of Rural Wetlands in Bangladesh: A Case Study of the Padma Beel (Podmobil) of Pabna","Ali (2014) Economic Valuation of Rural Wetlands in Bangladesh: A Case Study of the Padma Beel (Podmobil) of Pabna,","2014","","","","Included"
"130003","13","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","improvement in Tap Water Supply","2","21","Water","","","","","","","4.2.1.1","Water supply","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","ha","","","","","","","18.9274","98.8804","CV","Average WTP for improvement of tap water quality (Face-to-face survey, Dichotomous choice)","193","Thailand Baht","2004","total area","month","","","person","","","","Ahlheim","Economic valuation of environmental benefits in developing and emerging countries: theoretical considerations and practical evidence from Thailand and the Philippines","Ahlheim (2006) Economic valuation of environmental benefits in developing and emerging countries: theoretical considerations and practical evidence from Thailand and the Philippines, Quarterly Journal of International Agriculture 45 (2006), No. 4: 397-419","2006","spatial unit mentioned refers to the total district, but the study was conduction in the suburb Mae Rim….","","Yes","Included"
"130004","13","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","improvement in Tap Water Supply","2","21","Water","","","","","","","4.2.1.1","Water supply","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","ha","","","","","","","18.9274","98.8804","CV","Average WTP for improvement of tap water quality (Face-to-face survey, Payment card)","66","Thailand Baht","2004","total area","month","","","person","","","","Ahlheim","Economic valuation of environmental benefits in developing and emerging countries: theoretical considerations and practical evidence from Thailand and the Philippines","Ahlheim (2006) Economic valuation of environmental benefits in developing and emerging countries: theoretical considerations and practical evidence from Thailand and the Philippines, Quarterly Journal of International Agriculture 45 (2006), No. 4: 397-419","2006","spatial unit mentioned refers to the total district, but the study was conduction in the suburb Mae Rim….","","Yes","Included"
"130005","13","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","improvement in Tap Water Supply","2","21","Water","","","","","","","4.2.1.1","Water supply","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","ha","","","","","","","18.9274","98.8804","CV","Average WTP for improvement of tap water quality (Mail survey, Dichotomous choice)","89","Thailand Baht","2004","total area","month","","","person","","","","Ahlheim","Economic valuation of environmental benefits in developing and emerging countries: theoretical considerations and practical evidence from Thailand and the Philippines","Ahlheim (2006) Economic valuation of environmental benefits in developing and emerging countries: theoretical considerations and practical evidence from Thailand and the Philippines, Quarterly Journal of International Agriculture 45 (2006), No. 4: 397-419","2006","spatial unit mentioned refers to the total district, but the study was conduction in the suburb Mae Rim….","","Yes","Included"
"130006","13","Rivers and lakes","4","Rivers and lakes","","","Rivers and streams","4.1","Rivers and streams","","","","","","","","","improvement in Tap Water Supply","2","21","Water","","","","","","","4.2.1.1","Water supply","Thailand, Kingdom of","THA","THA","Thailand, Kingdom of","Asia","Local","Mae Rim - Chiang Mai","No protection","","ha","","","","","","","18.9274","98.8804","CV","Average WTP for improvement of tap water quality (mail survey, Payment card)","68","Thailand Baht","2004","total area","month","","","person","","","","Ahlheim","Economic valuation of environmental benefits in developing and emerging countries: theoretical considerations and practical evidence from Thailand and the Philippines","Ahlheim (2006) Economic valuation of environmental benefits in developing and emerging countries: theoretical considerations and practical evidence from Thailand and the Philippines, Quarterly Journal of International Agriculture 45 (2006), No. 4: 397-419","2006","spatial unit mentioned refers to the total district, but the study was conduction in the suburb Mae Rim….","","Yes","Included"
"110003","11","Rivers and lakes","4","Rivers and lakes","","","Freshwater lakes","4.2","Freshwater lakes","","","","","","","","","Use values (various)","1; 2; 11; 19","15; 21; 114; 191; 192; 194","Food"," Water"," Waste treatment"," Opportunities for recreation and tourism","","","","1.1.5.1; 1.1.6.1; 4.2.1.1; 2.2.2.1; 3.1.1.1","Wild animals, plants and other biomass provisioning services; Water supply; Solid waste remediation services; Recreation-related services","Iran, Islamic Republic of","IRN","IRN","Iran, Islamic Republic of","Asia","Local","Taleghan Lakes","No protection","","","","","","","","Intermediate","36.181117","50.694351","CV","WTP for preservation use values (model 2, DDC)","41400","Iran Rial","2010","total area","year","","","person","","locals","","Aghabeygi et al","ESTIMATING THE PRESERVATION VALUE OF TALEGHAN LAKE’S ECOSYSTEM AND DISTINGUISHING BETWEEN USE AND NON-USE VALUE","Aghabeygi, M., Kalashami, M. K., & Allahyari, M. S. (2011). Estimating the preservation value of Taleghan Lake’s ecosystem and distinguishing between use and non-use value. ARPN Journal of Agricultural and Biological Science, 6, 12.","2011","Unclear: beneficiary unit may be household; unclear type of beneficiary","","Yes","Included"
"110001","11","Rivers and lakes","4","Rivers and lakes","","","Freshwater lakes","4.2","Freshwater lakes","","","","","","","","","Use values (various)","1; 2; 11; 19","15; 21; 114; 191; 192; 194","Food"," Water"," Waste treatment"," Opportunities for recreation and tourism","","","","1.1.5.1; 1.1.6.1; 4.2.1.1; 2.2.2.1; 3.1.1.1","Wild animals, plants and other biomass provisioning services; Water supply; Solid waste remediation services; Recreation-related services","Iran, Islamic Republic of","IRN","IRN","Iran, Islamic Republic of","Asia","Local","Taleghan Lakes","No protection","","","","","","","","Intermediate","36.181117","50.694351","CV","WTP for preservation use values (model 1,DDC)","31050","Iran Rial","2010","total area","year","","","person","","locals","","Aghabeygi et al","ESTIMATING THE PRESERVATION VALUE OF TALEGHAN LAKE’S ECOSYSTEM AND DISTINGUISHING BETWEEN USE AND NON-USE VALUE","Aghabeygi, M., Kalashami, M. K., & Allahyari, M. S. (2011). Estimating the preservation value of Taleghan Lake’s ecosystem and distinguishing between use and non-use value. ARPN Journal of Agricultural and Biological Science, 6, 12.","2011","Unclear: beneficiary unit may be household; unclear type of beneficiary","","Yes","Included"
